prompt_index,prompt_id,class,display_name,type,template,full_text,R_j_0,R_j_eps,median_margin,q10_margin,mean_margin,std_margin,num_samples,risk_level,dataset,semantic_auroc,memory_auroc,image_auroc
6,316,transistor,transistor,generic,{} with defect,transistor with defect,1.0,1.0,-5.2890625,-6.25625,-5.201864919354839,0.8335732052932463,62,high,mvtec,87.29,86.87,93.0
8,318,transistor,transistor,specific,{} with bent lead,transistor with bent lead,1.0,1.0,-5.52734375,-7.4109375,-5.532258064516129,1.2573659012545173,62,high,mvtec,87.29,86.87,93.0
9,319,transistor,transistor,specific,{} with cut lead,transistor with cut lead,1.0,1.0,-4.9765625,-6.79921875,-5.114163306451613,1.2242330352577018,62,high,mvtec,87.29,86.87,93.0
11,321,transistor,transistor,specific,{} with misplaced transistor,transistor with misplaced transistor,1.0,1.0,-2.3515625,-3.3828125,-2.3665574596774195,0.8478206233557884,62,high,mvtec,87.29,86.87,93.0
7,317,transistor,transistor,generic,{} with damage,transistor with damage,0.9838709677419356,0.9838709677419356,-1.65625,-2.36640625,-1.5386844758064515,0.7142109196204354,62,medium,mvtec,87.29,86.87,93.0
10,320,transistor,transistor,specific,{} with damage,transistor with damage,0.9838709677419356,0.9838709677419356,-1.65625,-2.36640625,-1.5386844758064515,0.7142109196204354,62,medium,mvtec,87.29,86.87,93.0
0,310,transistor,transistor,generic,damaged {},damaged transistor,0.9032258064516128,0.9032258064516128,-1.265625,-2.17734375,-1.1999747983870968,0.808622615287312,62,low,mvtec,87.29,86.87,93.0
3,313,transistor,transistor,generic,imperfect {},imperfect transistor,0.5967741935483871,0.6290322580645161,-0.1484375,-1.0984375,-0.1503276209677419,0.7063625138471272,62,low,mvtec,87.29,86.87,93.0
4,314,transistor,transistor,generic,blemished {},blemished transistor,0.0967741935483871,0.0967741935483871,1.2734375,0.0703125,1.2511340725806452,0.8159999046327963,62,low,mvtec,87.29,86.87,93.0
1,311,transistor,transistor,generic,flawed {},flawed transistor,0.032258064516129,0.064516129032258,1.29296875,0.21875,1.1665826612903225,0.634237080964792,62,low,mvtec,87.29,86.87,93.0
2,312,transistor,transistor,generic,abnormal {},abnormal transistor,0.0,0.0,3.6796875,2.53359375,3.5942540322580645,0.6972379993450707,62,low,mvtec,87.29,86.87,93.0
7,329,wood,wood,generic,{} with damage,wood with damage,1.0,1.0,-0.921875,-1.609375,-1.0052083333333333,0.5108416598016345,21,high,mvtec,99.12,98.86,99.56
11,333,wood,wood,specific,{} with liquid,wood with liquid,1.0,1.0,-0.65625,-1.515625,-0.7946428571428571,0.481191190416755,21,high,mvtec,99.12,98.86,99.56
5,327,wood,wood,generic,{} with flaw,wood with flaw,0.9523809523809524,0.9523809523809524,-0.546875,-1.234375,-0.6183035714285714,0.4297401598838614,21,high,mvtec,99.12,98.86,99.56
3,325,wood,wood,generic,imperfect {},imperfect wood,0.8571428571428571,0.8571428571428571,-0.78125,-1.25,-0.6778273809523809,0.5164130024519851,21,medium,mvtec,99.12,98.86,99.56
1,323,wood,wood,generic,flawed {},flawed wood,0.6666666666666666,0.7619047619047619,-0.171875,-1.140625,-0.3430059523809524,0.5430772938884374,21,medium,mvtec,99.12,98.86,99.56
0,322,wood,wood,generic,damaged {},damaged wood,0.6666666666666666,0.6666666666666666,-0.140625,-0.859375,-0.1636904761904762,0.4985007994498646,21,medium,mvtec,99.12,98.86,99.56
9,331,wood,wood,specific,{} with hole,wood with hole,0.6190476190476191,0.6666666666666666,-0.21875,-0.953125,-0.1897321428571428,0.5400463484376914,21,medium,mvtec,99.12,98.86,99.56
8,330,wood,wood,specific,{} with color stain,wood with color stain,0.5238095238095238,0.5238095238095238,-0.09375,-0.875,-0.1235119047619047,0.5597839678233794,21,low,mvtec,99.12,98.86,99.56
10,332,wood,wood,specific,{} with scratch,wood with scratch,0.4761904761904761,0.4761904761904761,0.09375,-0.375,0.103422619047619,0.4561928217207819,21,low,mvtec,99.12,98.86,99.56
4,326,wood,wood,generic,blemished {},blemished wood,0.0952380952380952,0.0952380952380952,0.765625,0.09375,0.8258928571428571,0.5823483469121901,21,low,mvtec,99.12,98.86,99.56
2,324,wood,wood,generic,abnormal {},abnormal wood,0.0,0.0,2.390625,1.734375,2.454241071428572,0.6014261678495122,21,low,mvtec,99.12,98.86,99.56
6,328,wood,wood,generic,{} with defect,wood with defect,0.0,0.0,1.265625,0.59375,1.433779761904762,0.6984534754002967,21,low,mvtec,99.12,98.86,99.56
9,343,zipper,zipper,specific,{} with fabric border,zipper with fabric border,1.0,1.0,-2.0390625,-3.1046875,-2.084558823529412,0.85970178986418,34,high,mvtec,97.26,73.06,97.06
11,345,zipper,zipper,specific,{} with broken fabric,zipper with broken fabric,0.9411764705882352,1.0,-1.0234375,-1.85625,-1.0795036764705883,0.6912951695733554,34,high,mvtec,97.26,73.06,97.06
12,346,zipper,zipper,specific,{} with split teeth,zipper with split teeth,1.0,1.0,-1.8046875,-2.9296875,-1.8474264705882355,0.6668982362107975,34,high,mvtec,97.26,73.06,97.06
13,347,zipper,zipper,specific,{} with squeezed teeth,zipper with squeezed teeth,1.0,1.0,-1.0546875,-2.1046875,-1.1810661764705883,0.5643367383578537,34,high,mvtec,97.26,73.06,97.06
8,342,zipper,zipper,specific,{} with broken teeth,zipper with broken teeth,0.9117647058823528,0.9705882352941176,-0.5546875,-1.171875,-0.6139705882352942,0.4972570876994123,34,medium,mvtec,97.26,73.06,97.06
10,344,zipper,zipper,specific,{} with defect fabric,zipper with defect fabric,0.3235294117647059,0.3823529411764705,0.375,-0.3546875,0.3373161764705882,0.6740929069713837,34,medium,mvtec,97.26,73.06,97.06
2,336,zipper,zipper,generic,abnormal {},abnormal zipper,0.0,0.0294117647058823,0.62109375,0.26875,0.7474724264705882,0.4265162074081078,34,medium,mvtec,97.26,73.06,97.06
3,337,zipper,zipper,generic,imperfect {},imperfect zipper,0.0294117647058823,0.0294117647058823,1.0,0.61875,1.0121783088235294,0.401351759227727,34,medium,mvtec,97.26,73.06,97.06
0,334,zipper,zipper,generic,damaged {},damaged zipper,0.0,0.0,2.0,1.40625,1.9857536764705883,0.4402669469665682,34,low,mvtec,97.26,73.06,97.06
1,335,zipper,zipper,generic,flawed {},flawed zipper,0.0,0.0,0.671875,0.3421875,0.7141544117647058,0.3619885664641314,34,low,mvtec,97.26,73.06,97.06
4,338,zipper,zipper,generic,blemished {},blemished zipper,0.0,0.0,1.95703125,1.46953125,1.982077205882353,0.4417082330644277,34,low,mvtec,97.26,73.06,97.06
5,339,zipper,zipper,generic,{} with flaw,zipper with flaw,0.0,0.0,1.21484375,0.84765625,1.2842371323529411,0.3734939056525654,34,low,mvtec,97.26,73.06,97.06
6,340,zipper,zipper,generic,{} with defect,zipper with defect,0.0,0.0,2.2578125,1.625,2.26953125,0.5496687110644499,34,low,mvtec,97.26,73.06,97.06
7,341,zipper,zipper,generic,{} with damage,zipper with damage,0.0,0.0,2.56640625,2.1203125,2.595358455882353,0.3512242010585212,34,low,mvtec,97.26,73.06,97.06
